Symbol,Name,LastPrice,MarketCap,IPOyear,Sector,Industry
DFBH,DFB Healthcare Acquisitions Corp.,10.2,80695153.6,2018,Finance,Business Services
DFBHU,DFB Healthcare Acquisitions Corp.,1.1,0,2018,Finance,Business Services
DFBHW,DFB Healthcare Acquisitions Corp.,2.5,0,2018,Finance,Business Services
DHXM,DHX Media Ltd.,201.33,335608810,n/a,n/a,n/a
DHIL,"Diamond Hill Investment Group, Inc.",114.12,706654810.9,n/a,Finance,Investment Managers
FANG,"Diamondback Energy, Inc.",1.6,11253533881,2012,Energy,Oil & Gas Production
DCIX,Diana Containerships Inc.,13.94,11552217.6,n/a,Transportation,Marine Transportation
DRNA,"Dicerna Pharmaceuticals, Inc.",0.96,736333438.6,2014,Health Care,Major Pharmaceuticals
DFBG,Differential Brands Group Inc.,0.52,13415553.6,n/a,Consumer Non-Durables,Apparel
DFFN,Diffusion Pharmaceuticals Inc.,12.1,26273804.44,n/a,Health Care,Major Pharmaceuticals
DGII,Digi International Inc.,28.7,328529822.5,1989,Technology,Computer Communications Equipment
DMRC,Digimarc Corporation,1.75,340016936,n/a,Technology,EDP Services
DRAD,Digirad Corporation,2.55,35208456.5,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DGLY,"Digital Ally, Inc.",1.68,18187444.05,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
APPS,"Digital Turbine, Inc.",20.6,126240834.7,n/a,Miscellaneous,Multi-Sector Companies
DCOM,"Dime Community Bancshares, Inc.",36.54,773966658.2,n/a,Finance,Savings Institutions
DIOD,Diodes Incorporated,22.77,1812031279,n/a,Technology,Semiconductors
DISCA,"Discovery, Inc.",26,11889189302,n/a,Consumer Services,Television Services
DISCB,"Discovery, Inc.",21.47,13575710226,n/a,Consumer Services,Television Services
DISCK,"Discovery, Inc.",32,11210403790,n/a,Consumer Services,Television Services
DISH,DISH Network Corporation,7.03,14956164480,1995,Consumer Services,Television Services
DVCR,Diversicare Healthcare Services Inc.,1.22,45354009.85,n/a,Health Care,Hospital/Nursing Management
SAUC,"Diversified Restaurant Holdings, Inc.",5.427,32845314.58,n/a,Consumer Services,Restaurants
DLHC,DLH Holdings Corp.,45.35,64578553.94,n/a,Technology,Professional Services
BOOM,DMC Global Inc.,35.8,674591363.1,n/a,Capital Goods,Industrial Specialties
DNBF,DNB Financial Corp,55.99,153815201.2,n/a,Finance,Major Banks
DOCU,"DocuSign, Inc.",4.9,8516584758,2018,Technology,Computer Software: Prepackaged Software
DOGZ,Dogness (International) Corporation,81.96,127400000,2017,Consumer Durables,Miscellaneous manufacturing industries
DLTR,"Dollar Tree, Inc.",3.13,19488085881,1995,Consumer Services,Department/Specialty Retail Stores
DLPN,"Dolphin Entertainment, Inc.",0.35,34548711.51,n/a,Consumer Services,Other Consumer Services
DLPNW,"Dolphin Entertainment, Inc.",14.14,0,n/a,Consumer Services,Other Consumer Services
DGICA,"Donegal Group, Inc.",14,399644985,n/a,Finance,Property-Casualty Insurers
DGICB,"Donegal Group, Inc.",19.15,395688104,1986,Finance,Property-Casualty Insurers
DMLP,"Dorchester Minerals, L.P.",68.49,618157672.1,n/a,Energy,Oil & Gas Production
DORM,"Dorman Products, Inc.",27.19,2282866011,n/a,Capital Goods,Auto Parts:O.E.M.
DOVA,"Dova Pharmaceuticals, Inc.",3.5706,766520522.5,2017,Health Care,Major Pharmaceuticals
LYL,Dragon Victory International Limited,9.9,41657001.19,2017,Finance,Finance/Investors Services
DOTA,"Draper Oakwood Technology Acquisition, Inc.",0.53,22853011.5,2017,Finance,Business Services
DOTAR,"Draper Oakwood Technology Acquisition, Inc.",10.7,0,2017,Finance,Business Services
DOTAU,"Draper Oakwood Technology Acquisition, Inc.",0.55,0,2017,Finance,Business Services
DOTAW,"Draper Oakwood Technology Acquisition, Inc.",30.27,0,2017,Finance,Business Services
DBX,"Dropbox, Inc.",1.55,12120032295,2018,Technology,Computer Software: Prepackaged Software
DCAR,"DropCar, Inc.",4.11,12108482.2,n/a,Consumer Services,Telecommunications Equipment
DRYS,DryShips Inc.,13.35,416993460.9,2005,Transportation,Marine Transportation
DSPG,"DSP Group, Inc.",17.78,302725467.8,1994,Technology,Semiconductors
DLTH,Duluth Holdings Inc.,67.02,579333723.2,2015,Consumer Services,Clothing/Shoe/Accessory Stores
DNKN,"Dunkin&#39; Brands Group, Inc.",2.05,5560496058,2011,Consumer Services,Restaurants
DRRX,DURECT Corporation,39.65,331504077.3,2000,Health Care,Major Pharmaceuticals
DXPE,"DXP Enterprises, Inc.",1.461,688865262.2,n/a,Capital Goods,Industrial Machinery/Components
DYSL,Dynasil Corporation of America,2.975,25184913.77,n/a,Capital Goods,Industrial Machinery/Components
DYNT,Dynatronics Corporation,15.65,24065959.05,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
DVAX,Dynavax Technologies Corporation,64.96,974589602.4,2004,Health Care,Major Pharmaceuticals
ETFC,E*TRADE Financial Corporation,12.92,17143579049,n/a,Finance,Savings Institutions
SSP,E.W. Scripps Company (The),19.7,1055401208,n/a,Consumer Services,Broadcasting
EBMT,"Eagle Bancorp Montana, Inc.",64.1,107570904.4,n/a,Finance,Major Banks
EGBN,"Eagle Bancorp, Inc.",5.72,2199032869,n/a,Finance,Major Banks
EGLE,Eagle Bulk Shipping Inc.,16.15,417594371.5,n/a,Transportation,Marine Transportation
EFBI,"Eagle Financial Bancorp, Inc.",67.87,26046849.2,2017,Finance,Savings Institutions
EGRX,"Eagle Pharmaceuticals, Inc.",72.64,1006881177,2014,Health Care,Major Pharmaceuticals
EWBC,"East West Bancorp, Inc.",10.35,10525391228,n/a,Finance,Major Banks
EACQ,Easterly Acquisition Corp.,10.45,68595587.55,2015,Finance,Finance: Consumer Services
EACQU,Easterly Acquisition Corp.,0.151,0,2015,Finance,Finance: Consumer Services
EACQW,Easterly Acquisition Corp.,30.45,0,2015,Finance,Finance: Consumer Services
EML,Eastern Company (The),7.45,190769250,n/a,Capital Goods,Industrial Machinery/Components
EAST,"Eastside Distilling, Inc.",2,38704247.45,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
EASTW,"Eastside Distilling, Inc.",100.02,0,n/a,Consumer Non-Durables,Beverages (Production/Distribution)
EVGBC,Eaton Vance NextShares Trust,100.02,60012000,n/a,n/a,n/a
EVSTC,Eaton Vance NextShares Trust,100.05,95019000,n/a,n/a,n/a
EVFTC,Eaton Vance NextShares Trust II,99.94,52526250,n/a,n/a,n/a
EVLMC,Eaton Vance NextShares Trust II,100.06,69958000,n/a,n/a,n/a
OKDCC,Eaton Vance NextShares Trust II,40.45,502801500,n/a,n/a,n/a
EBAY,eBay Inc.,26.39,40206411475,1998,Miscellaneous,Business Services
EBAYL,eBay Inc.,75.3,0,n/a,Miscellaneous,Business Services
EBIX,"Ebix, Inc.",4.21,2369511410,n/a,Technology,EDP Services
ELON,Echelon Corporation,27.85,19122969.33,1998,Technology,Computer Communications Equipment
ECHO,"Echo Global Logistics, Inc.",47.49,790123354.5,2009,Transportation,Oil Refining/Marketing
SATS,EchoStar Corporation,13.5,4563197417,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
EEI,"Ecology and Environment, Inc.",0.8,58071654,1987,Consumer Services,Military/Government/Technical
ESES,"Eco-Stim Energy Solutions, Inc.",2.21,59898781.6,n/a,Energy,Oilfield Services/Equipment
EDAP,EDAP TMS S.A.,0.9309,64846469.74,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EDGE,"Edge Therapeutics, Inc.",5.65,29087116.44,2015,Health Care,Major Pharmaceuticals
EDGW,"Edgewater Technology, Inc.",37.81,81326529.4,n/a,Technology,"Computer Software: Programming, Data Processing"
EDIT,"Editas Medicine, Inc.",20,1784797457,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDUC,Educational Development Corporation,13.35,81767660,n/a,Consumer Durables,Consumer Specialties
EGAN,eGain Corporation,0.4529,366772586.7,1999,Technology,Computer Software: Prepackaged Software
EGLT,Egalet Corporation,22.1,23997957.68,2014,Health Care,Major Pharmaceuticals
EHTH,"eHealth, Inc.",14.5,419745719.9,2006,Finance,Specialty Insurers
EIGR,"Eiger BioPharmaceuticals, Inc.",1.78,152831754.5,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EKSO,"Ekso Bionics Holdings, Inc.",11,107431795,n/a,Capital Goods,Industrial Machinery/Components
LOCO,"El Pollo Loco Holdings, Inc.",2.11,424996418,2014,Consumer Services,Restaurants
EMITF,Elbit Imaging Ltd.,123.58,19392604.88,n/a,Consumer Services,Building operators
ESLT,Elbit Systems Ltd.,44.2,5283438232,n/a,Capital Goods,Military/Government/Technical
ERI,"Eldorado Resorts, Inc.",19.37,3414057283,n/a,Consumer Services,Hotels/Resorts
ESIO,"Electro Scientific Industries, Inc.",136.91,649903963.9,n/a,Miscellaneous,Industrial Machinery/Components
EA,Electronic Arts Inc.,34.28,42008497268,n/a,Technology,Computer Software: Prepackaged Software
EFII,"Electronics for Imaging, Inc.",4.15,1533026282,1992,Technology,Computer Communications Equipment
ELSE,"Electro-Sensors, Inc.",20.4,14091412.15,n/a,Capital Goods,Industrial Machinery/Components
ESBK,Elmira Savings Bank NY (The),16.95,56220972,n/a,Finance,Major Banks
ELOX,"Eloxx Pharmaceuticals, Inc.",4.2,566591684.1,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELTK,Eltek Ltd.,26.39,8519918.4,1997,Technology,Electrical Products
EMCI,EMC Insurance Group Inc.,33.41,568475329.2,1982,Finance,Property-Casualty Insurers
EMCF,Emclaire Financial Corp,5.2,75878753.99,n/a,Finance,Major Banks
EMKR,EMCORE Corporation,5.64,142779312,1997,Technology,Semiconductors
EMMS,Emmis Communications Corporation,21.1,72736130.28,1994,Consumer Services,Broadcasting
NYNY,"Empire Resorts, Inc.",111.72,690715652.9,n/a,Consumer Services,Restaurants
ENTA,"Enanta Pharmaceuticals, Inc.",38.25,2152576160,2013,Health Care,Major Pharmaceuticals
ECPG,Encore Capital Group Inc,50.3,991338408,n/a,Finance,Finance Companies
WIRE,Encore Wire Corporation,7.81,1048460644,1992,Capital Goods,Metal Fabrications
ENDP,Endo International plc,12.92,1747806929,n/a,Health Care,Major Pharmaceuticals
ECYT,"Endocyte, Inc.",5.94,897961188.8,2011,Health Care,Major Pharmaceuticals
ELGX,"Endologix, Inc.",1.79,499021288.9,n/a,Health Care,Medical/Dental Instruments
NDRA,ENDRA Life Sciences Inc.,0.57,7022218.33,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
NDRAW,ENDRA Life Sciences Inc.,9,0,2017,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EIGI,"Endurance International Group Holdings, Inc.",16.6,1284429375,2013,Technology,Computer Software: Prepackaged Software
WATT,Energous Corporation,2.415,422552186.6,2014,Technology,Radio And Television Broadcasting And Communications Equipment
EFOI,"Energy Focus, Inc.",8.65,28825671.84,n/a,Consumer Durables,Building Products
ERII,"Energy Recovery, Inc.",7.9,462804712.8,2008,Technology,Industrial Machinery/Components
EGC,"Energy XXI Gulf Coast, Inc.",1.38,262918422.7,n/a,Energy,Oil & Gas Production
ENG,ENGlobal Corporation,5.32,37969844.4,n/a,Consumer Services,Military/Government/Technical
ENPH,"Enphase Energy, Inc.",214.55,515234280.7,2012,Technology,Semiconductors
ESGR,Enstar Group Limited,28.55,4600520987,n/a,Finance,Property-Casualty Insurers
ENFC,Entegra Financial Corp.,37.75,196664248.3,2014,Finance,Banks
ENTG,"Entegris, Inc.",41.37,5350653743,2000,Consumer Non-Durables,Plastic Products
EBTC,Enterprise Bancorp Inc,56.75,483309699.8,n/a,Finance,Major Banks
EFSC,Enterprise Financial Services Corporation,15.95,1311563721,n/a,Finance,Major Banks
EPZM,"Epizyme, Inc.",93.2,1108330538,2013,Health Care,Major Pharmaceuticals
PLUS,ePlus inc.,397.42,1276792841,1996,Technology,Retail: Computer Software & Peripheral Equipment
EQIX,"Equinix, Inc.",10.5,31578107748,2000,Consumer Services,Real Estate Investment Trusts
EQFN,Equitable Financial Corp.,40.97,34835535,2015,Finance,Savings Institutions
EQBK,"Equity Bancshares, Inc.",7.26,646273808.5,2015,Finance,Major Banks
ERIC,Ericsson,115.32,2260929230,n/a,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company,18.62,6030067578,n/a,Finance,Specialty Insurers
ERYP,Erytech Pharma S.A.,14.3,93512377.14,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ESCA,"Escalade, Incorporated",37.93,206144367,n/a,Consumer Non-Durables,Recreational Products/Toys
ESPR,"Esperion Therapeutics, Inc.",25.25,1015977694,2013,Health Care,Major Pharmaceuticals
ESQ,"Esquire Financial Holdings, Inc.",16.09,188004505.8,2017,Finance,Commercial Banks
ESSA,"ESSA Bancorp, Inc.",3.64,189323129.8,n/a,Finance,Banks
EPIX,ESSA Pharma Inc.,14.15,21024996.72,n/a,Health Care,Major Pharmaceuticals
ESND,Essendant Inc.,9.9,532833999,n/a,Consumer Services,Paper
ESTR,"Estre Ambiental, Inc.",0.64,457875000,n/a,Public Utilities,Environmental Services
ESTRW,"Estre Ambiental, Inc.",47.748,0,n/a,Public Utilities,Environmental Services
VBND,ETF Series Solutions Trust Vident Core U.S. Bond Strategy Fund,34.75,410632800,n/a,n/a,n/a
VUSE,ETF Series Solutions Trust Vident Core US Equity ETF,27.69,528200000,n/a,n/a,n/a
VIDI,ETF Series Solutions Trust Vident International Equity Fund,33.43,0,n/a,n/a,n/a
ETSY,"Etsy, Inc.",6.05,3994066634,2015,Miscellaneous,Business Services
CLWT,Euro Tech Holdings Company Limited,7.63,12474549.45,1997,Consumer Durables,Diversified Electronic Products
EDRY,EuroDry Ltd.,85.29,1526000000,n/a,Consumer Services,Marine Transportation
EEFT,"Euronet Worldwide, Inc.",1.62,4373743099,1997,Finance,Investment Bankers/Brokers/Service
ESEA,Euroseas Ltd.,15.05,18264084.12,n/a,Transportation,Marine Transportation
EVLO,"Evelo Biosciences, Inc.",47.01,477386767.6,2018,Health Care,Major Pharmaceuticals
EVBG,"Everbridge, Inc.",3.819,1351591467,2016,Technology,Computer Software: Prepackaged Software
EVK,"Ever-Glory International Group, Inc.",7.87,56505893.45,n/a,Consumer Non-Durables,Apparel
MRAM,"Everspin Technologies, Inc.",1.29,131221885.2,2016,Technology,Semiconductors
EVLV,EVINE Live Inc.,20.82,84608954.73,n/a,Consumer Services,Catalog/Specialty Distribution
EVOP,"EVO Payments, Inc.",3.63,1569009004,2018,n/a,n/a
EVFM,"Evofem Biosciences, Inc.",3.1985,64480924.2,2014,Health Care,Major Pharmaceuticals
EVGN,Evogene Ltd.,2.7,82375118.95,n/a,Basic Industries,Agricultural Chemicals
EVOK,"Evoke Pharma, Inc.",30.98,45292005.9,2013,Health Care,Major Pharmaceuticals
EOLS,"Evolus, Inc.",3.3,732379251.2,2018,Health Care,Major Pharmaceuticals
EVOL,"Evolving Systems, Inc.",63.2,39980793.6,1998,Technology,EDP Services
EXAS,Exact Sciences Corporation,42.78,7703971296,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch
FLAG,Exchange Traded Concepts Trust FLAG-Forensic Accounting Long-S,42.37,17112000,n/a,n/a,n/a
ROBO,Exchange Traded Concepts Trust ROBO Global Robotics and Automa,4.96,194902000,n/a,n/a,n/a
XELA,"Exela Technologies, Inc.",19.21,756723481.3,2015,Miscellaneous,Business Services
EXEL,"Exelixis, Inc.",3.45,5702803160,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch
EXFO,EXFO Inc,58.83,80955823.2,n/a,Capital Goods,Electrical Products
EXLS,"ExlService Holdings, Inc.",15.765,2023521210,2006,Miscellaneous,Business Services
EXPI,"eXp World Holdings, Inc.",120.34,887630416,n/a,Miscellaneous,Business Services
EXPE,"Expedia Group, Inc.",76.09,18068781559,n/a,Consumer Services,Transportation Services
EXPD,"Expeditors International of Washington, Inc.",103.65,13291408885,n/a,Transportation,Oil Refining/Marketing
EXPO,"Exponent, Inc.",78.15,5390733057,n/a,Consumer Services,Professional Services
ESRX,Express Scripts Holding Company,16.67,43898496150,1992,Health Care,Medical/Nursing Services
XOG,"Extraction Oil & Gas, Inc.",8.62,2929411115,2016,Energy,Oil & Gas Production
EXTR,"Extreme Networks, Inc.",0.5298,998993910.3,1999,Technology,Computer Communications Equipment
EYEG,"Eyegate Pharmaceuticals, Inc.",0.0901,22190675.65,n/a,Health Care,Major Pharmaceuticals
EYEGW,"Eyegate Pharmaceuticals, Inc.",8.32,0,n/a,Health Care,Major Pharmaceuticals
EYEN,"Eyenovia, Inc.",2.275,82673934.72,2018,Health Care,Major Pharmaceuticals
EYPT,"EyePoint Pharmaceuticals, Inc.",13.2,122918061.2,n/a,Capital Goods,Biotechnology: Laboratory Analytical Instruments
EZPW,"EZCORP, Inc.",176.92,718930304.4,1991,Consumer Services,Other Specialty Stores
FFIV,"F5 Networks, Inc.",188.18,10812393794,1999,Technology,Computer Communications Equipment
FB,"Facebook, Inc.",6.95,5.45E+11,2012,Technology,"Computer Software: Programming, Data Processing"
DAVE,"Famous Dave&#39;s of America, Inc.",30.48,63032038.1,n/a,Consumer Services,Restaurants
FANH,Fanhua Inc.,29.9,973807379.3,n/a,Finance,Specialty Insurers
FARM,Farmer Brothers Company,42.5,506146841.2,n/a,Consumer Non-Durables,Packaged Foods
FMAO,"Farmers & Merchants Bancorp, Inc.",54.45,393804150,n/a,Finance,Savings Institutions
FFKT,Farmers Capital Bank Corporation,16.3,409453872.3,n/a,Finance,Major Banks
FMNB,Farmers National Banc Corp.,7.95,450547012.3,n/a,Finance,Major Banks
FAMI,"FARMMI, INC.",56.3,92856000,2018,Consumer Non-Durables,Packaged Foods
FARO,"FARO Technologies, Inc.",52.94,954902104.3,1997,Capital Goods,Industrial Machinery/Components
FAST,Fastenal Company,7.24,15230247137,1987,Consumer Services,RETAIL: Building Materials
FAT,FAT Brands Inc.,11.52,73512064,2017,Consumer Services,Restaurants
FATE,"Fate Therapeutics, Inc.",21.5348,608929297.9,2013,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FBSS,"Fauquier Bankshares, Inc.",0.7006,81263785.88,n/a,Finance,Major Banks
FCRE,FC Global Realty Incorporated,9.7993,8315154.471,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
FSAC,Federal Street Acquisition Corp.,10.36,563459750,2017,Finance,Business Services
FSACU,Federal Street Acquisition Corp.,1.25,0,2017,Finance,Business Services
FSACW,Federal Street Acquisition Corp.,22.79,0,2017,Finance,Business Services
FNHC,FedNat Holding Company,10.93,289883717.8,n/a,Finance,Property-Casualty Insurers
FENC,Fennec Pharmaceuticals Inc.,10.36,203061824.6,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
GSM,Ferroglobe PLC,11,1781678933,n/a,Capital Goods,Metal Fabrications
FFBW,"FFBW, Inc.",2.5,72737500,2017,Finance,Savings Institutions
FCSC,Fibrocell Science Inc.,55.8,19283485,n/a,Health Care,Major Pharmaceuticals
FGEN,"FibroGen, Inc",57.5,4660541662,2014,Health Care,Major Pharmaceuticals
FDBC,"Fidelity D & D Bancorp, Inc.",300.11,215710100,n/a,Finance,Major Banks
ONEQ,Fidelity Nasdaq Composite Index Tracking Stock,25.45,1593554089,n/a,n/a,n/a
LION,Fidelity Southern Corporation,14.47,688088977.8,n/a,Finance,Major Banks
FDUS,Fidus Investment Corporation,25.838,353981331.9,2011,n/a,n/a
FDUSL,Fidus Investment Corporation,25.95,0,n/a,n/a,n/a
FRGI,"Fiesta Restaurant Group, Inc.",31.62,707195160.9,n/a,Consumer Services,Restaurants
FITB,Fifth Third Bancorp,27.46,21675373275,n/a,Finance,Major Banks
FITBI,Fifth Third Bancorp,44.85,494280000,n/a,Finance,Major Banks
FNGN,"Financial Engines, Inc.",33.7,2850229296,2010,Finance,Investment Managers
FISI,"Financial Institutions, Inc.",17.38,536012485.5,1999,Finance,Major Banks
FNSR,Finisar Corporation,2.94,1993396771,1999,Technology,Semiconductors
FNJN,"Finjan Holdings, Inc.",9.99,81533044.32,n/a,Miscellaneous,Multi-Sector Companies
FNTE,FinTech Acquisition Corp. II,10.42,238694396.7,2017,Miscellaneous,Business Services
FNTEU,FinTech Acquisition Corp. II,1.2,0,2017,Miscellaneous,Business Services
FNTEW,FinTech Acquisition Corp. II,17.03,0,2017,Miscellaneous,Business Services
FEYE,"FireEye, Inc.",42.34,3268546187,2013,Technology,Computer peripheral equipment
FBNC,First Bancorp,29.85,1255845343,1987,Finance,Major Banks
FNLC,"First Bancorp, Inc (ME)",13.7,323855993,n/a,Finance,Major Banks
FRBA,First Bank,32.86,253928253.3,2013,n/a,n/a
BUSE,First Busey Corporation,26.1,1601055327,n/a,Finance,Major Banks
FBIZ,"First Business Financial Services, Inc.",36.71,228751362,n/a,Finance,Major Banks
FCAP,"First Capital, Inc.",94.15,123234148.4,n/a,Finance,Savings Institutions
FCFS,"First Cash, Inc.",28.85,4275845034,1991,Consumer Services,Other Specialty Stores
FCBP,First Choice Bancorp,446.99,207899735.5,n/a,Finance,Major Banks
FCNCA,"First Citizens BancShares, Inc.",35.32,5368530931,n/a,Finance,Major Banks
FCBC,"First Community Bancshares, Inc.",24.1,592329574.4,n/a,Finance,Major Banks
FCCO,First Community Corporation,26.75,183176629,n/a,Finance,Major Banks
FBNK,"First Connecticut Bancorp, Inc.",64.25,427730574,2011,Finance,Banks
FDEF,First Defiance Financial Corp.,33.05,655160462.5,n/a,Finance,Savings Institutions
FFBC,First Financial Bancorp.,21,3232648295,n/a,Finance,Major Banks
FFBCW,First Financial Bancorp.,55.4,0,n/a,Finance,Major Banks
FFIN,"First Financial Bankshares, Inc.",44.5,3746340238,n/a,Finance,Major Banks
THFF,First Financial Corporation Indiana,20.46,545349502.5,n/a,Finance,Major Banks
FFNW,"First Financial Northwest, Inc.",20.04,220547015,n/a,Finance,Major Banks
FFWM,First Foundation Inc.,27.72,887657090.6,n/a,Finance,Major Banks
FGBI,"First Guaranty Bancshares, Inc.",30.85,244134891,n/a,Finance,Savings Institutions
FHB,"First Hawaiian, Inc.",33.25,4215129716,2016,Finance,Major Banks
INBK,First Internet Bancorp,25.5615,280993256.3,n/a,Finance,Major Banks
INBKL,First Internet Bancorp,44.55,0,n/a,Finance,Major Banks
FIBK,"First Interstate BancSystem, Inc.",47.61,2526163022,2010,Finance,Major Banks
FRME,First Merchants Corporation,40.1,2357748895,n/a,Finance,Major Banks
FMBH,"First Mid-Illinois Bancshares, Inc.",26.89,574799976.4,n/a,Finance,Major Banks
FMBI,"First Midwest Bancorp, Inc.",16.47,2771947556,n/a,Finance,Major Banks
FNWB,First Northwest Bancorp,69.36,190679679.2,2015,Finance,Banks
FSFG,"First Savings Financial Group, Inc.",53.28,158835856.6,n/a,Finance,Savings Institutions
FSLR,"First Solar, Inc.",29.28,5581783456,2006,Technology,Semiconductors
FAAR,First Trust Alternative Absolute Return Strategy ETF,35.5,10248058.56,n/a,n/a,n/a
FPA,First Trust Asia Pacific Ex-Japan AlphaDEX Fund,28.7556,62125071,n/a,n/a,n/a
BICK,First Trust BICK Index Fund,12.48,238671537.5,n/a,n/a,n/a
FBZ,First Trust Brazil AlphaDEX Fund,22.98,7488024.96,n/a,n/a,n/a
FTHI,First Trust BuyWrite Income ETF,50.32,63751138.98,n/a,n/a,n/a
FCAL,First Trust California Municipal High income ETF,27.1148,15096100.64,n/a,n/a,n/a
FCAN,First Trust Canada AlphaDEX Fund,52.68,8134494.23,n/a,n/a,n/a
FTCS,First Trust Capital Strength ETF,21.9096,924534105.4,n/a,n/a,n/a
FCEF,First Trust CEF Income Opportunity ETF,32.9443,41737788,n/a,n/a,n/a
FCA,First Trust China AlphaDEX Fund,53.87,11530570.89,n/a,n/a,n/a
SKYY,First Trust Cloud Computing ETF,51.94,1583778108,n/a,n/a,n/a
RNDM,First Trust Developed International Equity Select ETF,63.94,12985103.88,n/a,n/a,n/a
FDT,First Trust Developed Markets Ex-US AlphaDEX Fund,44.3395,1346064880,n/a,n/a,n/a
FDTS,First Trust Developed Markets ex-US Small Cap AlphaDEX Fund,28.49,15518913.68,n/a,n/a,n/a
FVC,First Trust Dorsey Wright Dynamic Focus 5 ETF,30.56,544159057,n/a,n/a,n/a
FV,First Trust Dorsey Wright Focus 5 ETF,22.18,2729008061,n/a,n/a,n/a
IFV,First Trust Dorsey Wright International Focus 5 ETF,29.3498,972593044.4,n/a,n/a,n/a
DWPP,First Trust Dorsey Wright People&#39;s Portfolio ETF,20.54,33752328.7,n/a,n/a,n/a
DALI,First Trust DorseyWright DALI 1 ETF,28.26,29783041.08,n/a,n/a,n/a
FEM,First Trust Emerging Markets AlphaDEX Fund,52.41,693783056.5,n/a,n/a,n/a
RNEM,First Trust Emerging Markets Equity Select ETF,38.6188,5241104.82,n/a,n/a,n/a
FEMB,First Trust Emerging Markets Local Currency Bond ETF,41.47,54066397.24,n/a,n/a,n/a
FEMS,First Trust Emerging Markets Small Cap AlphaDEX Fund,60.005,340054082.9,n/a,n/a,n/a
FTSM,First Trust Enhanced Short Maturity ETF,40.68,2118159939,n/a,n/a,n/a
FEP,First Trust Europe AlphaDEX Fund,44.4857,943776081.4,n/a,n/a,n/a
FEUZ,First Trust Eurozone AlphaDEX ETF,50.15,82298633.97,n/a,n/a,n/a
FGM,First Trust Germany AlphaDEX Fund,21.39,265795100.3,n/a,n/a,n/a
FTGC,First Trust Global Tactical Commodity Strategy Fund,22.66,282419314.3,n/a,n/a,n/a
FTLB,First Trust Hedged BuyWrite Income ETF,47.58,9064045.32,n/a,n/a,n/a
HYLS,First Trust High Yield Long/Short ETF,42.8701,1194258095,n/a,n/a,n/a
FHK,First Trust Hong Kong AlphaDEX Fund,37.21,4287095.74,n/a,n/a,n/a
NFTY,First Trust India Nifty 50 Equal Weight ETF,27.66,3721074.42,n/a,n/a,n/a
FTAG,First Trust Indxx Global Agriculture ETF,13.03,8019408.48,n/a,n/a,n/a
FTRI,First Trust Indxx Global Natural Resources Income ETF,30.18,9121026.06,n/a,n/a,n/a
LEGR,First Trust Indxx Innovative Transaction & Process ETF,37.01,46779060.36,n/a,n/a,n/a
FPXI,First Trust International IPO ETF,17.685,27757574.02,n/a,n/a,n/a
YDIV,First Trust International Multi-Asset Diversified Income Index,58.75,14148035.37,n/a,n/a,n/a
FJP,First Trust Japan AlphaDEX Fund,60.8,170375117.5,n/a,n/a,n/a
FEX,First Trust Large Cap Core AlphaDEX Fund,67.87,1504800122,n/a,n/a,n/a
FTC,First Trust Large Cap Growth AlphaDEX Fund,22.28,895884135.7,n/a,n/a,n/a
RNLC,First Trust Large Cap US Equity Select ETF,53.46,17824044.56,n/a,n/a,n/a
FTA,First Trust Large Cap Value AlphaDEX Fund,17.89,1069200107,n/a,n/a,n/a
FLN,First Trust Latin America AlphaDEX Fund,51.23,16995535.78,n/a,n/a,n/a
LMBS,First Trust Low Duration Opportunities ETF,52.6998,1316611102,n/a,n/a,n/a
FMB,First Trust Managed Municipal ETF,35.3171,382073655.4,n/a,n/a,n/a
FMK,First Trust Mega Cap AlphaDEX Fund,69.79,19424475.63,n/a,n/a,n/a
FNX,First Trust Mid Cap Core AlphaDEX Fund,44.13,820032639.6,n/a,n/a,n/a
FNY,First Trust Mid Cap Growth AlphaDEX Fund,22.2242,183139588.3,n/a,n/a,n/a
RNMC,First Trust Mid Cap US Equity Select ETF,36.5754,7778514.448,n/a,n/a,n/a
FNK,First Trust Mid Cap Value AlphaDEX Fund,73.36,47548093.15,n/a,n/a,n/a
